"DVSA5201 Theory car pass rates by gender, month and DTC",,,,,,,,,,,
,,,,,,,,,,,
Time Period Captured,April 2018 to March 2019,,,,,,,,,,
,,,,,,,,,,,
,Male tests,,,,Female tests ,,,,Total tests,,
 ,Conducted,Passes,Pass rate (%),,Conducted,Passes,Pass rate (%),,Conducted,Passes,Pass rate (%)
Aberdeen,,,,,,,,,,,
August 2018,947,448,47.3, ,924,472,51.1, ,1871,920,49.2
September 2018,880,370,42.0, ,759,356,46.9, ,1639,726,44.3
October 2018,942,421,44.7, ,867,415,47.9, ,1809,836,46.2
November 2018,931,377,40.5, ,865,409,47.3, ,1796,786,43.8
December 2018,804,349,43.4, ,762,345,45.3, ,1566,694,44.3
January 2019,908,368,40.5, ,807,386,47.8, ,1715,754,44.0
February 2019,978,416,42.5, ,933,447,47.9, ,1911,863,45.2
March 2019,949,412,43.4, ,839,418,49.8, ,1788,830,46.4
Chatham,11000,4755,43.2, ,10213,4951,48.5, ,21213,9706,45.8
 ,,,,,,,,,,,
Chelmsford,,,,,,,,,,,
April 2018,472,254,53.8, ,457,261,57.1, ,929,515,55.4
May 2018,537,252,46.9, ,524,234,44.7, ,1061,486,45.8
June 2018,523,265,50.7, ,502,255,50.8, ,1025,520,50.7
July 2018,530,264,49.8, ,484,243,50.2, ,1014,507,50.0
August 2018,499,242,48.5, ,486,275,56.6, ,985,517,52.5
September 2018,460,228,49.6, ,448,238,53.1, ,908,466,51.3
October 2018,567,262,46.2, ,528,273,51.7, ,1095,535,48.9
November 2018,566,267,47.2, ,454,237,52.2, ,1020,504,49.4
December 2018,454,218,48.0, ,400,197,49.3, ,854,415,48.6
January 2019,399,205,51.4, ,369,208,56.4, ,768,413,53.8
February 2019,426,237,55.6, ,389,208,53.5, ,816,445,54.5
March 2019,455,230,50.5, ,405,215,53.1, ,860,445,51.7
Chelmsford,5888,2924,49.7, ,5446,2844,52.2, ,11335,5768,50.9
 ,,,,,,,,,,,
Cheltenham (Albion Street),,,,,,,,,,,
April 2018,233,131,56.2, ,263,144,54.8, ,497,276,55.5
May 2018,265,123,46.4, ,266,138,51.9, ,531,261,49.2
June 2018,299,152,50.8, ,312,169,54.2, ,612,322,52.6
July 2018,292,149,51.0, ,293,173,59.0, ,585,322,55.0
August 2018,299,169,56.5, ,261,150,57.5, ,560,319,57.0
September 2018,247,123,49.8, ,257,145,56.4, ,504,268,53.2
October 2018,276,143,51.8, ,254,124,48.8, ,530,267,50.4
November 2018,265,113,42.6, ,282,147,52.1, ,547,260,47.5
December 2018,216,117,54.2, ,202,110,54.5, ,419,228,54.4
January 2019,266,139,52.3, ,255,146,57.3, ,521,285,54.7
February 2019,294,156,53.1, ,277,155,56.0, ,571,311,54.5
March 2019,273,139,50.9, ,261,151,57.9, ,534,290,54.3
Cheltenham (Albion Street),3225,1654,51.3, ,3183,1752,55.0, ,6411,3409,53.2
 ,,,,,,,,,,,
Chester,,,,,,,,,,,
April 2018,860,422,49.1, ,806,430,53.3, ,1666,852,51.1
May 2018,859,429,49.9, ,800,415,51.9, ,1661,846,50.9
June 2018,703,338,48.1, ,693,372,53.7, ,1396,710,50.9
July 2018,848,402,47.4, ,845,433,51.2, ,1693,835,49.3
August 2018,799,388,48.6, ,799,455,56.9, ,1598,843,52.8
September 2018,754,364,48.3, ,644,317,49.2, ,1399,682,48.7
October 2018,842,432,51.3, ,788,388,49.2, ,1630,820,50.3
November 2018,822,375,45.6, ,832,423,50.8, ,1654,798,48.2
December 2018,717,309,43.1, ,675,338,50.1, ,1393,647,46.4
January 2019,783,379,48.4, ,721,362,50.2, ,1504,741,49.3
February 2019,763,361,47.3, ,780,421,54.0, ,1543,782,50.7
March 2019,752,348,46.3, ,707,339,47.9, ,1459,687,47.1
Chester,9502,4547,47.9, ,9090,4693,51.6, ,18596,9243,49.7
 ,,,,,,,,,,,
Chesterfield,,,,,,,,,,,
April 2018,198,87,43.9, ,237,132,55.7, ,435,219,50.3
May 2018,262,107,40.8, ,254,128,50.4, ,516,235,45.5
June 2018,265,123,46.4, ,220,95,43.2, ,485,218,44.9
July 2018,319,135,42.3, ,306,155,50.7, ,625,290,46.4
August 2018,268,118,44.0, ,280,142,50.7, ,548,260,47.4
September 2018,292,121,41.4, ,252,138,54.8, ,544,259,47.6
October 2018,281,139,49.5, ,279,137,49.1, ,560,276,49.3
November 2018,313,140,44.7, ,285,136,47.7, ,598,276,46.2
December 2018,247,105,42.5, ,231,105,45.5, ,478,210,43.9
January 2019,199,91,45.7, ,196,91,46.4, ,395,182,46.1
February 2019,241,89,36.9, ,237,118,49.8, ,478,207,43.3
March 2019,290,124,42.8, ,255,113,44.3, ,545,237,43.5
Chesterfield,3175,1379,43.4, ,3032,1490,49.1, ,6207,2869,46.2
 ,,,,,,,,,,,
Chichester,,,,,,,,,,,
April 2018,200,108,54.0, ,172,88,51.2, ,373,197,52.8
May 2018,188,89,47.3, ,229,120,52.4, ,417,209,50.1
June 2018,178,83,46.6, ,210,92,43.8, ,388,175,45.1
July 2018,214,105,49.1, ,232,109,47.0, ,446,214,48.0
August 2018,172,86,50.0, ,179,84,46.9, ,351,170,48.4
September 2018,162,75,46.3, ,192,103,53.6, ,354,178,50.3
October 2018,247,122,49.4, ,299,151,50.5, ,546,273,50.0
November 2018,181,89,49.2, ,171,86,50.3, ,352,175,49.7
December 2018,205,100,48.8, ,198,93,47.0, ,403,193,47.9
January 2019,161,93,57.8, ,163,96,58.9, ,324,189,58.3
February 2019,211,102,48.3, ,176,87,49.4, ,387,189,48.8
March 2019,218,120,55.0, ,208,108,51.9, ,426,228,53.5
Chichester,2337,1172,50.1, ,2429,1217,50.1, ,4767,2390,50.1
 ,,,,,,,,,,,
Clydebank (Erskine House),,,,,,,,,,,
April 2018,284,143,50.4, ,275,153,55.6, ,559,296,53.0
May 2018,343,169,49.3, ,295,131,44.4, ,638,300,47.0
June 2018,267,137,51.3, ,271,129,47.6, ,538,266,49.4
July 2018,301,132,43.9, ,316,165,52.2, ,617,297,48.1
August 2018,378,177,46.8, ,366,208,56.8, ,745,386,51.8
September 2018,268,134,50.0, ,255,135,52.9, ,523,269,51.4
October 2018,342,149,43.6, ,371,193,52.0, ,713,342,48.0
November 2018,366,176,48.1, ,369,187,50.7, ,735,363,49.4
December 2018,284,146,51.4, ,212,102,48.1, ,496,248,50.0
January 2019,301,145,48.2, ,257,109,42.4, ,558,254,45.5
February 2019,348,157,45.1, ,370,182,49.2, ,718,339,47.2
March 2019,352,167,47.4, ,323,162,50.2, ,675,329,48.7
Clydebank (Erskine House),3834,1832,47.8, ,3680,1856,50.4, ,7515,3689,49.1
 ,,,,,,,,,,,
Colchester,,,,,,,,,,,
April 2018,399,184,46.1, ,399,209,52.4, ,798,393,49.2
May 2018,431,206,47.8, ,449,225,50.1, ,881,431,48.9
June 2018,411,194,47.2, ,368,176,47.8, ,779,370,47.5
July 2018,449,224,49.9, ,468,244,52.1, ,917,468,51.0
August 2018,412,200,48.5, ,382,206,53.9, ,794,406,51.1
September 2018,411,206,50.1, ,376,192,51.1, ,789,400,50.7
October 2018,446,207,46.4, ,397,195,49.1, ,843,402,47.7
November 2018,407,181,44.5, ,372,182,48.9, ,779,363,46.6
December 2018,344,149,43.3, ,287,127,44.3, ,631,276,43.7
January 2019,358,176,49.2, ,339,182,53.7, ,697,358,51.4
February 2019,468,220,47.0, ,447,220,49.2, ,915,440,48.1
March 2019,491,226,46.0, ,457,246,53.8, ,948,472,49.8
Colchester,5027,2373,47.2, ,4741,2404,50.7, ,9771,4779,48.9
 ,,,,,,,,,,,
Corby,,,,,,,,,,,
April 2018,330,154,46.7, ,339,184,54.3, ,669,338,50.5
May 2018,371,177,47.7, ,319,155,48.6, ,690,332,48.1
June 2018,344,158,45.9, ,323,158,48.9, ,667,316,47.4
July 2018,372,173,46.5, ,318,154,48.4, ,690,327,47.4
August 2018,330,164,49.7, ,300,168,56.0, ,630,332,52.7
September 2018,276,139,50.4, ,233,112,48.1, ,509,251,49.3
October 2018,318,148,46.5, ,304,139,45.7, ,622,287,46.1
November 2018,274,126,46.0, ,269,123,45.7, ,543,249,45.9
December 2018,321,148,46.1, ,264,125,47.3, ,585,273,46.7
January 2019,280,125,44.6, ,271,137,50.6, ,551,262,47.5
February 2019,335,136,40.6, ,258,124,48.1, ,593,260,43.8
March 2019,348,159,45.7, ,330,162,49.1, ,678,321,47.3
Corby,3899,1807,46.3, ,3528,1741,49.3, ,7427,3548,47.8
 ,,,,,,,,,,,
Coventry,,,,,,,,,,,
April 2018,889,402,45.2, ,922,457,49.6, ,1811,859,47.4
May 2018,959,405,42.2, ,896,399,44.5, ,1855,804,43.3
June 2018,978,411,42.0, ,927,443,47.8, ,1905,854,44.8
July 2018,1000,425,42.5, ,945,460,48.7, ,1945,885,45.5
August 2018,940,454,48.3, ,830,414,49.9, ,1770,868,49.0
September 2018,801,364,45.4, ,774,374,48.3, ,1575,738,46.9
October 2018,966,441,45.7, ,936,436,46.6, ,1905,880,46.2
November 2018,1031,458,44.4, ,1016,437,43.0, ,2047,895,43.7
December 2018,798,329,41.2, ,788,345,43.8, ,1586,674,42.5
January 2019,914,382,41.8, ,814,347,42.6, ,1729,729,42.2
February 2019,878,372,42.4, ,802,390,48.6, ,1681,763,45.4
March 2019,1078,477,44.2, ,1012,468,46.2, ,2091,945,45.2
Coventry,11232,4920,43.8, ,10662,4970,46.6, ,21900,9894,45.2
 ,,,,,,,,,,,
Crawley,,,,,,,,,,,
April 2018,554,246,44.4, ,485,282,58.1, ,1039,528,50.8
May 2018,618,293,47.4, ,509,244,47.9, ,1127,537,47.6
June 2018,591,271,45.9, ,495,256,51.7, ,1086,527,48.5
July 2018,622,313,50.3, ,544,279,51.3, ,1166,592,50.8
August 2018,606,309,51.0, ,491,266,54.2, ,1097,575,52.4
September 2018,465,228,49.0, ,487,267,54.8, ,952,495,52.0
October 2018,615,300,48.8, ,582,309,53.1, ,1197,609,50.9
November 2018,633,288,45.5, ,497,235,47.3, ,1130,523,46.3
December 2018,485,235,48.5, ,432,217,50.2, ,919,452,49.2
January 2019,528,247,46.8, ,495,243,49.1, ,1025,491,47.9
February 2019,666,283,42.5, ,549,283,51.5, ,1215,566,46.6
March 2019,534,242,45.3, ,540,262,48.5, ,1075,505,47.0
Crawley,6917,3255,47.1, ,6106,3143,51.5, ,13028,6400,49.1
 ,,,,,,,,,,,
Cromer,,,,,,,,,,,
April 2018,..,..,42.9, ,..,..,55.6, ,16,8,50.0
June 2018,..,..,20.0, ,..,..,50.0, ,..,..,28.6
August 2018,..,..,20.0, ,..,..,100.0, ,14,6,42.9
October 2018,..,..,45.5, ,..,..,50.0, ,19,9,47.4
December 2018,..,..,0.0, ,..,..,20.0, ,..,..,20.0
February 2019,..,..,66.7, ,..,..,66.7, ,15,10,66.7
Cromer,39,15,38.5, ,37,21,56.8, ,76,36,47.4
 ,,,,,,,,,,,
Croydon,,,,,,,,,,,
April 2018,1543,703,45.6, ,1519,723,47.6, ,3062,1426,46.6
May 2018,1561,654,41.9, ,1466,658,44.9, ,3027,1312,43.3
June 2018,1597,689,43.1, ,1456,681,46.8, ,3053,1370,44.9
July 2018,1686,807,47.9, ,1622,804,49.6, ,3308,1611,48.7
August 2018,1493,728,48.8, ,1503,764,50.8, ,2996,1492,49.8
September 2018,1362,651,47.8, ,1309,627,47.9, ,2671,1278,47.8
October 2018,1615,789,48.9, ,1625,784,48.2, ,3241,1574,48.6
November 2018,1454,594,40.9, ,1417,616,43.5, ,2872,1211,42.2
December 2018,1214,498,41.0, ,1270,527,41.5, ,2484,1025,41.3
January 2019,1543,669,43.4, ,1504,643,42.8, ,3048,1313,43.1
February 2019,1762,747,42.4, ,1713,819,47.8, ,3475,1566,45.1
March 2019,1750,769,43.9, ,1692,772,45.6, ,3442,1541,44.8
Croydon,18580,8298,44.7, ,18096,8418,46.5, ,36679,16719,45.6
 ,,,,,,,,,,,
Derby,,,,,,,,,,,
April 2018,734,313,42.6, ,747,386,51.7, ,1482,699,47.2
May 2018,906,376,41.5, ,776,378,48.7, ,1682,754,44.8
June 2018,879,373,42.4, ,685,321,46.9, ,1564,694,44.4
July 2018,820,395,48.2, ,731,365,49.9, ,1551,760,49.0
August 2018,827,361,43.7, ,748,384,51.3, ,1576,746,47.3
September 2018,722,329,45.6, ,637,329,51.6, ,1359,658,48.4
October 2018,831,379,45.6, ,733,364,49.7, ,1564,743,47.5
November 2018,816,351,43.0, ,746,340,45.6, ,1562,691,44.2
December 2018,756,332,43.9, ,713,306,42.9, ,1469,638,43.4
January 2019,734,306,41.7, ,680,304,44.7, ,1414,610,43.1
February 2019,783,335,42.8, ,686,349,50.9, ,1469,684,46.6
March 2019,946,408,43.1, ,819,392,47.9, ,1765,800,45.3
Derby,9754,4258,43.7, ,8701,4218,48.5, ,18457,8477,45.9
 ,,,,,,,,,,,
Dereham,,,,,,,,,,,
April 2018,..,..,75.0, ,..,..,50.0, ,..,..,66.7
June 2018,..,..,42.9, ,..,..,22.2, ,16,5,31.3
August 2018,..,..,50.0, ,..,..,30.0, ,16,6,37.5
October 2018,..,..,0.0, ,..,..,25.0, ,..,..,16.7
December 2018,..,..,20.0, ,..,..,66.7, ,14,7,50.0
February 2019,8,7,87.5, ,10,8,80.0, ,18,15,83.3
Dereham,32,17,53.1, ,44,21,47.7, ,76,38,50.0
 ,,,,,,,,,,,
Doncaster,,,,,,,,,,,
April 2018,674,281,41.7, ,631,331,52.5, ,1305,612,46.9
May 2018,719,322,44.8, ,655,290,44.3, ,1374,612,44.5
June 2018,637,244,38.3, ,613,291,47.5, ,1250,535,42.8
July 2018,718,330,46.0, ,645,316,49.0, ,1363,646,47.4
August 2018,697,274,39.3, ,651,310,47.6, ,1348,584,43.3
September 2018,640,259,40.5, ,659,292,44.3, ,1299,551,42.4
October 2018,657,283,43.1, ,644,322,50.0, ,1301,605,46.5
November 2018,701,297,42.4, ,679,307,45.2, ,1380,604,43.8
December 2018,665,268,40.3, ,616,274,44.5, ,1281,542,42.3
January 2019,705,317,45.0, ,575,244,42.4, ,1280,561,43.8
February 2019,603,260,43.1, ,570,294,51.6, ,1173,554,47.2
March 2019,715,316,44.2, ,660,310,47.0, ,1375,626,45.5
Doncaster,8131,3451,42.4, ,7598,3581,47.1, ,15729,7032,44.7
 ,,,,,,,,,,,
Driffield,,,,,,,,,,,
May 2018,..,..,.., ,..,..,.., ,..,..,25.0
July 2018,..,..,.., ,8,5,62.5, ,13,7,53.8
September 2018,..,..,.., ,..,..,.., ,..,..,75.0
November 2018,..,..,.., ,..,..,.., ,..,..,..
January 2019,..,..,42.9, ,..,..,33.3, ,13,5,38.5
March 2019,..,..,.., ,..,..,.., ,4,2,50.0
Driffield,19,7,36.8, ,23,11,47.8, ,42,18,42.9
 ,,,,,,,,,,,
Dudley,,,,,,,,,,,
April 2018,772,343,44.4, ,749,361,48.2, ,1521,704,46.3
May 2018,876,378,43.2, ,838,321,38.3, ,1714,699,40.8
June 2018,764,318,41.6, ,762,330,43.3, ,1526,648,42.5
July 2018,813,327,40.2, ,794,360,45.3, ,1607,687,42.8
August 2018,856,363,42.4, ,878,403,45.9, ,1734,766,44.2
September 2018,772,355,46.0, ,704,298,42.3, ,1476,653,44.2
October 2018,817,364,44.6, ,862,385,44.7, ,1679,749,44.6
November 2018,848,324,38.2, ,885,356,40.2, ,1733,680,39.2
December 2018,757,305,40.3, ,779,320,41.1, ,1536,625,40.7
January 2019,772,285,36.9, ,692,291,42.1, ,1464,576,39.3
February 2019,740,307,41.5, ,729,340,46.6, ,1470,647,44.0
March 2019,858,387,45.1, ,869,398,45.8, ,1727,785,45.5
Dudley,9645,4056,42.1, ,9541,4163,43.6, ,19187,8219,42.8
 ,,,,,,,,,,,
Dumfries,,,,,,,,,,,
April 2018,122,49,40.2, ,107,50,46.7, ,229,99,43.2
May 2018,137,64,46.7, ,120,63,52.5, ,257,127,49.4
June 2018,151,72,47.7, ,135,58,43.0, ,286,130,45.5
July 2018,107,52,48.6, ,97,37,38.1, ,205,90,43.9
August 2018,144,70,48.6, ,114,63,55.3, ,258,133,51.6
September 2018,114,51,44.7, ,93,31,33.3, ,207,82,39.6
October 2018,111,51,45.9, ,114,61,53.5, ,225,112,49.8
November 2018,112,55,49.1, ,117,61,52.1, ,229,116,50.7
December 2018,103,47,45.6, ,81,38,46.9, ,184,85,46.2
January 2019,110,37,33.6, ,89,51,57.3, ,199,88,44.2
February 2019,123,56,45.5, ,94,54,57.4, ,217,110,50.7
March 2019,145,66,45.5, ,117,65,55.6, ,263,132,50.2
Dumfries,1479,670,45.3, ,1278,632,49.5, ,2759,1304,47.3
 ,,,,,,,,,,,
Dundee,,,,,,,,,,,
April 2018,534,263,49.3, ,544,287,52.8, ,1079,551,51.1
May 2018,529,263,49.7, ,531,284,53.5, ,1062,549,51.7
June 2018,610,316,51.8, ,540,303,56.1, ,1151,620,53.9
July 2018,628,332,52.9, ,579,345,59.6, ,1207,677,56.1
August 2018,542,279,51.5, ,506,304,60.1, ,1048,583,55.6
September 2018,466,221,47.4, ,421,233,55.3, ,887,454,51.2
October 2018,623,333,53.5, ,623,346,55.5, ,1246,679,54.5
November 2018,576,286,49.7, ,570,296,51.9, ,1146,582,50.8
December 2018,450,217,48.2, ,422,226,53.6, ,872,443,50.8
January 2019,408,195,47.8, ,346,190,54.9, ,755,386,51.1
February 2019,558,279,50.0, ,525,287,54.7, ,1084,567,52.3
March 2019,587,287,48.9, ,573,305,53.2, ,1160,592,51.0
Dundee,6511,3271,50.2, ,6180,3406,55.1, ,12697,6683,52.6
 ,,,,,,,,,,,
Eastbourne,,,,,,,,,,,
April 2018,237,115,48.5, ,245,125,51.0, ,482,240,49.8
May 2018,287,120,41.8, ,257,134,52.1, ,544,254,46.7
June 2018,235,107,45.5, ,238,116,48.7, ,473,223,47.1
July 2018,227,106,46.7, ,237,125,52.7, ,464,231,49.8
August 2018,306,159,52.0, ,287,163,56.8, ,593,322,54.3
September 2018,221,106,48.0, ,182,92,50.5, ,403,198,49.1
October 2018,236,124,52.5, ,210,113,53.8, ,446,237,53.1
November 2018,236,99,41.9, ,193,86,44.6, ,429,185,43.1
December 2018,192,86,44.8, ,172,79,45.9, ,364,165,45.3
January 2019,201,86,42.8, ,182,93,51.1, ,383,179,46.7
February 2019,276,128,46.4, ,213,121,56.8, ,489,249,50.9
March 2019,266,123,46.2, ,223,109,48.9, ,490,233,47.6
Eastbourne,2920,1359,46.5, ,2639,1356,51.4, ,5560,2716,48.8
 ,,,,,,,,,,,
Edinburgh,,,,,,,,,,,
April 2018,948,489,51.6, ,970,543,56.0, ,1920,1034,53.9
May 2018,931,506,54.4, ,995,556,55.9, ,1927,1062,55.1
June 2018,984,520,52.8, ,1031,593,57.5, ,2018,1115,55.3
July 2018,1056,581,55.0, ,1042,598,57.4, ,2101,1181,56.2
August 2018,1080,574,53.1, ,1055,619,58.7, ,2137,1195,55.9
September 2018,1037,552,53.2, ,963,537,55.8, ,2001,1089,54.4
October 2018,1201,605,50.4, ,1180,665,56.4, ,2384,1272,53.4
November 2018,1120,542,48.4, ,1034,547,52.9, ,2154,1089,50.6
December 2018,998,491,49.2, ,886,475,53.6, ,1884,966,51.3
January 2019,729,366,50.2, ,703,399,56.8, ,1432,765,53.4
February 2019,1037,559,53.9, ,1029,583,56.7, ,2066,1142,55.3
March 2019,1253,647,51.6, ,1256,734,58.4, ,2509,1381,55.0
Edinburgh,12374,6432,52.0, ,12144,6849,56.4, ,24533,13291,54.2
 ,,,,,,,,,,,
Elgin,,,,,,,,,,,
April 2018,116,46,39.7, ,126,68,54.0, ,242,114,47.1
May 2018,152,56,36.8, ,141,68,48.2, ,293,124,42.3
June 2018,118,49,41.5, ,94,50,53.2, ,212,99,46.7
July 2018,173,89,51.4, ,150,73,48.7, ,323,162,50.2
August 2018,112,43,38.4, ,107,51,47.7, ,219,94,42.9
September 2018,116,38,32.8, ,114,56,49.1, ,230,94,40.9
October 2018,134,63,47.0, ,116,64,55.2, ,250,127,50.8
November 2018,104,45,43.3, ,93,40,43.0, ,197,85,43.1
December 2018,115,46,40.0, ,99,62,62.6, ,214,108,50.5
January 2019,94,38,40.4, ,74,36,48.6, ,168,74,44.0
February 2019,103,51,49.5, ,95,54,56.8, ,198,105,53.0
March 2019,126,61,48.4, ,129,65,50.4, ,255,126,49.4
Elgin,1463,625,42.7, ,1338,687,51.3, ,2801,1312,46.8
 ,,,,,,,,,,,
Ely,,,,,,,,,,,
April 2018,..,..,28.6, ,..,..,28.6, ,..,..,28.6
June 2018,..,..,.., ,..,..,66.7, ,..,..,50.0
August 2018,..,..,33.3, ,..,..,40.0, ,16,6,37.5
October 2018,..,..,66.7, ,..,..,40.0, ,14,8,57.1
December 2018,..,..,.., ,..,..,50.0, ,..,..,50.0
February 2019,..,..,28.6, ,..,..,54.5, ,18,8,44.4
Ely,34,14,41.2, ,38,17,44.7, ,72,31,43.1
 ,,,,,,,,,,,
Exeter 2,,,,,,,,,,,
April 2018,424,201,47.4, ,424,231,54.5, ,848,432,50.9
May 2018,440,228,51.8, ,416,206,49.5, ,856,434,50.7
June 2018,408,223,54.7, ,358,200,55.9, ,766,423,55.2
July 2018,434,236,54.4, ,396,239,60.4, ,830,475,57.2
August 2018,287,147,51.2, ,287,168,58.5, ,574,315,54.9
September 2018,401,239,59.6, ,374,222,59.4, ,775,461,59.5
October 2018,404,209,51.7, ,425,238,56.0, ,829,447,53.9
November 2018,395,188,47.6, ,387,177,45.7, ,782,365,46.7
December 2018,365,169,46.3, ,382,207,54.2, ,747,376,50.3
January 2019,404,199,49.3, ,377,215,57.0, ,781,414,53.0
February 2019,383,201,52.5, ,407,227,55.8, ,790,428,54.2
March 2019,358,181,50.6, ,417,244,58.5, ,775,425,54.8
Exeter 2,4703,2421,51.5, ,4650,2574,55.4, ,9353,4995,53.4
 ,,,,,,,,,,,
Fareham,,,,,,,,,,,
April 2018,270,139,51.5, ,268,124,46.3, ,538,263,48.9
May 2018,347,164,47.3, ,347,179,51.6, ,694,343,49.4
June 2018,234,119,50.9, ,240,110,45.8, ,474,229,48.3
July 2018,305,152,49.8, ,326,150,46.0, ,631,302,47.9
August 2018,333,175,52.6, ,306,167,54.6, ,639,342,53.5
September 2018,267,139,52.1, ,288,146,50.7, ,555,285,51.4
October 2018,436,216,49.5, ,427,199,46.6, ,863,415,48.1
November 2018,393,180,45.8, ,345,145,42.0, ,738,325,44.0
December 2018,327,130,39.8, ,294,149,50.7, ,621,279,44.9
January 2019,394,195,49.5, ,306,172,56.2, ,700,367,52.4
February 2019,422,194,46.0, ,329,173,52.6, ,751,367,48.9
March 2019,393,195,49.6, ,376,183,48.7, ,769,378,49.2
Fareham,4121,1998,48.5, ,3852,1897,49.2, ,7973,3895,48.9
 ,,,,,,,,,,,
Fort William (The Nevis Centre),,,,,,,,,,,
April 2018,37,15,40.5, ,22,9,40.9, ,59,24,40.7
May 2018,31,14,45.2, ,30,13,43.3, ,61,27,44.3
June 2018,..,..,62.5, ,..,..,0.0, ,..,..,31.3
July 2018,23,10,43.5, ,27,14,51.9, ,50,24,48.0
August 2018,..,..,75.0, ,..,..,70.0, ,14,10,71.4
September 2018,30,11,36.7, ,23,11,47.8, ,53,22,41.5
October 2018,..,..,50.0, ,..,..,75.0, ,10,6,60.0
November 2018,23,9,39.1, ,35,17,48.6, ,58,26,44.8
December 2018,..,..,42.9, ,..,..,40.0, ,..,..,41.7
January 2019,25,8,32.0, ,35,18,51.4, ,60,26,43.3
February 2019,..,..,50.0, ,..,..,66.7, ,14,8,57.1
March 2019,36,16,44.4, ,22,11,50.0, ,58,27,46.6
Fort William (The Nevis Centre),238,101,42.4, ,227,109,48.0, ,465,210,45.2
 ,,,,,,,,,,,
Frome (Tucker Close),,,,,,,,,,,
April 2018,202,93,46.0, ,221,124,56.1, ,423,217,51.3
May 2018,224,102,45.5, ,223,104,46.6, ,447,206,46.1
June 2018,242,93,38.4, ,229,101,44.1, ,471,194,41.2
July 2018,243,109,44.9, ,223,118,52.9, ,466,227,48.7
August 2018,325,157,48.3, ,259,137,52.9, ,584,294,50.3
September 2018,261,126,48.3, ,190,103,54.2, ,451,229,50.8
October 2018,303,124,40.9, ,263,136,51.7, ,566,260,45.9
November 2018,270,119,44.1, ,220,108,49.1, ,490,227,46.3
December 2018,140,63,45.0, ,136,61,44.9, ,276,124,44.9
January 2019,237,92,38.8, ,190,101,53.2, ,427,193,45.2
February 2019,226,96,42.5, ,215,114,53.0, ,441,210,47.6
March 2019,288,125,43.4, ,254,137,53.9, ,542,262,48.3
Frome (Tucker Close),2961,1299,43.9, ,2623,1344,51.2, ,5584,2643,47.3
 ,,,,,,,,,,,
Gairloch,,,,,,,,,,,
April 2018,..,..,.., ,..,..,.., ,..,..,50.0
June 2018,..,..,.., ,..,..,.., ,..,..,66.7
August 2018,..,..,.., ,..,..,.., ,..,..,83.3
October 2018,..,..,.., ,..,..,.., ,..,..,27.3
December 2018,..,..,.., ,..,..,.., ,..,..,50.0
February 2019,..,..,.., ,..,..,.., ,..,..,50.0
Gairloch,16,6,37.5, ,16,10,62.5, ,32,16,50.0
 ,,,,,,,,,,,
Galashiels,,,,,,,,,,,
April 2018,70,34,48.6, ,64,30,46.9, ,134,64,47.8
May 2018,88,45,51.1, ,61,35,57.4, ,149,80,53.7
June 2018,98,49,50.0, ,74,37,50.0, ,172,86,50.0
July 2018,67,28,41.8, ,55,29,52.7, ,122,57,46.7
August 2018,109,53,48.6, ,97,50,51.5, ,206,103,50.0
September 2018,102,67,65.7, ,71,36,50.7, ,173,103,59.5
October 2018,75,39,52.0, ,101,56,55.4, ,176,95,54.0
November 2018,86,45,52.3, ,116,61,52.6, ,202,106,52.5
December 2018,96,44,45.8, ,76,38,50.0, ,172,82,47.7
January 2019,50,24,48.0, ,45,22,48.9, ,95,46,48.4
February 2019,70,38,54.3, ,84,45,53.6, ,154,83,53.9
March 2019,106,60,56.6, ,104,58,55.8, ,210,118,56.2
Galashiels,1017,526,51.7, ,948,497,52.4, ,1965,1023,52.1
 ,,,,,,,,,,,
Glasgow,,,,,,,,,,,
April 2018,1878,874,46.5, ,1865,1012,54.3, ,3745,1888,50.4
May 2018,1704,762,44.7, ,1587,788,49.7, ,3294,1552,47.1
June 2018,1710,858,50.2, ,1634,884,54.1, ,3346,1744,52.1
July 2018,1758,879,50.0, ,1725,907,52.6, ,3484,1786,51.3
August 2018,1718,869,50.6, ,1704,920,54.0, ,3423,1790,52.3
September 2018,1213,596,49.1, ,1186,615,51.9, ,2402,1212,50.5
October 2018,1603,735,45.9, ,1689,920,54.5, ,3295,1657,50.3
November 2018,1706,799,46.8, ,1701,811,47.7, ,3409,1611,47.3
December 2018,1653,755,45.7, ,1518,756,49.8, ,3172,1512,47.7
January 2019,1385,638,46.1, ,1346,686,51.0, ,2731,1324,48.5
February 2019,1715,786,45.8, ,1644,811,49.3, ,3360,1598,47.6
March 2019,2073,982,47.4, ,1979,1020,51.5, ,4054,2004,49.4
Glasgow,20116,9533,47.4, ,19578,10130,51.7, ,39715,19678,49.5
 ,,,,,,,,,,,
Gloucester,,,,,,,,,,,
April 2018,322,132,41.0, ,303,147,48.5, ,625,279,44.6
May 2018,335,136,40.6, ,343,172,50.1, ,678,308,45.4
June 2018,393,183,46.6, ,378,186,49.2, ,771,369,47.9
July 2018,371,155,41.8, ,386,186,48.2, ,757,341,45.0
August 2018,329,152,46.2, ,332,167,50.3, ,661,319,48.3
September 2018,351,167,47.6, ,311,135,43.4, ,662,302,45.6
October 2018,394,179,45.4, ,370,182,49.2, ,764,361,47.3
November 2018,386,152,39.4, ,345,150,43.5, ,731,302,41.3
